OBJECTID,Project Address,Development Site Square Feet,Permit Number,Master User Permit Number,Permit Stage,Type of Permit,New Units Permitted,Demolished Units Permitted,Net Units Permitted,Sleeping Rooms Permitted,Permit Value,Type of Dwelling Unit,Type of Dwelling Unit per Code,Description of Work,Application Date,Issued Date,Year Issued,Final Date,Year Finaled,VILLNUMB,Urban Village Name,Urban Village Type,Comp Plan Name,Comp Plan Type,Community Reporting Area Number,Community Reporting Area,Neighborhood,Council District,Census Block 2010,Census Block Group 2010,GEOID10,SOURCE,XCOORD_StatePlane,YCOORD_StatePlane,MAF_ID,DevSite_ID,RecordNumber,STATUS_COLOR,Longitude,Latitude,Expiration Date,Zoning All Zones,Zoning Primary Zone,Zoning Report Zone,Zoning Category,Zoning Class,Parent Construction Permit,GEOID20,Census Block 2020,Census Block Group 2020,Quarter Issued,Quarter and Year Issued,Quarter Final,Quarter and Year Final,Condo Parcel or Plat (Y/N),Most Recent Inspection Date,Most Recent Inspection Type,x,y
8022,329 N 81ST ST,4081,6797309,,Permit Issued,Construction Permit,1,0,1,0,250000,ADU,"Accessory Dwelling, Attached","Construct addition and substantial alterations and create an attached accessory dwelling unit (AADU) to existing single family residence, per plan.",6/11/2021 12:00:00 AM,9/15/2021 12:00:00 AM,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,Northwest,6,2800.4019,2800.4,530330028004019,ACC,1265891.428,254476.574,59138,DV0057189,6797309-CN,#ff5500,-122.35404671,47.68749841,9/15/2024 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330028001004,2800.1004,2800.1,3,2021_3,,,N,5/6/2021 12:00:00 AM,Construction Intake Appointment,1265891.42810698,254476.573849306
8023,329 NE 76TH ST,4599,6779020,,Permit Issued,Construction Permit,1,0,1,0,229039,ADU,"Accessory Dwelling, Attached","Convert unfinished basement to attached accessory dwelling unit (AADU), and construct additions & substantial alterations to existing single-family residence, per plan",3/23/2021 12:00:00 AM,9/7/2021 12:00:00 AM,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.4,Green Lake,Northwest,6,2700.2031,2700.2,530330027002031,ACC,1273183.023,252828.623,61395,DV0031542,6779020-CN,#ff5500,-122.32431823,47.68337257,9/7/2024 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330027002035,2700.2035,2700.2,3,2021_3,,,N,9/15/2022 12:00:00 AM,Insulation,1273183.0231038,252828.62307696
8025,3301 B E MERCER ST,6594,6873731,,Permit Issued,Construction Permit,1,0,1,0,74888,ADU,"Accessory Dwelling, Attached","Construct alterations to create basement attached accessory dwelling unit (AADU) within existing single family residence, per plan.",6/18/2022 12:00:00 AM,8/31/2022 12:00:00 AM,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.5,Madison Park,East,3,6300.4027,6300.4,530330063004027,ACC,1281377.675,231300.073,762666,DV1195644,6873731-CN,#ff5500,-122.28940236,47.62479329,2/29/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330063002024,6300.2024,6300.2,3,2022_3,,,N,6/17/2022 12:00:00 AM,Construction Intake Appointment,1281377.67502156,231300.072958305
8028,3304 49TH AVE SW,6655,6965781,,Permit Issued,Construction Permit,1,0,1,0,585125,ADU,"Accessory Dwelling, Attached","Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct two-family dwelling, per plans.  (Establish use as single family residence with attached and detached dwelling units per Land Use Cod",5/30/2023 12:00:00 AM,10/26/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9702.1014,9702.1,530330097021014,ACC,1255107.197,213426.309,166984,DV1119983,6965781-CN,#ff5500,-122.39444177,47.57439022,4/26/2025 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330097021012,9702.1012,9702.1,4,2023_4,,,N,5/26/2023 12:00:00 AM,Construction Intake Appointment,1255107.19705081,213426.308837131
8030,3309 S BRANDON ST,3649,6782523,,Permit Issued,Construction Permit,1,0,1,0,416845,ADU,"Accessory Dwelling, Attached","Establish use as and construct single family residence w/ attached accessory dwelling unit (AADU) & detached accessory dwelling unit (DADU), per plan",9/14/2020 12:00:00 AM,10/21/2021 12:00:00 AM,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.5,Beacon Hill,Greater Duwamish,2,10401.2019,10401.2,530330104012019,ACC,1280732.0683,205244.2449,754814,DV0080040,6782523-CN,#ff5500,-122.29002004,47.55334078,10/21/2024 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330104012020,10401.2020,10401.2,4,2021_4,,,N,8/20/2020 12:00:00 AM,Construction Intake Appointment,1280732.06837314,205244.244820714
8035,3311 S MYRTLE PL,5012,6733767,,Permit Issued,Construction Permit,1,0,1,0,520206,ADU,"Accessory Dwelling, Attached","Establish use and Construct single-family residence with attached accessory dwelling unit [AADU] in lower level, per plan.",1/27/2020 12:00:00 AM,10/7/2021 12:00:00 AM,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,Greater Duwamish,2,11001.3004,11001.3,530330110013004,ACC,1280756.25,199674.9844,690357,DV0085419,6733767-CN,#ff5500,-122.28949541,47.53807668,10/7/2024 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330110013008,11001.3008,11001.3,4,2021_4,,,N,6/23/2022 12:00:00 AM,Structural,1280756.25008331,199674.984305725
8041,3319 31ST AVE SW,12333,6476043,3020515,Permit Issued,Construction Permit,1,0,1,0,485972,ADU,"Accessory Dwelling, Attached","Establish use and construct a single family residence (middle) and an accessory dwelling unit, per plans.",6/10/2015 12:00:00 AM,11/29/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,2.1,North Delridge,Delridge Neighborhoods,1,9900.4051,9900.4,530330099004051,ACC,1260528,212957.5,689035,DV0007746,6476043-CN,#ff5500,-122.37244713,47.57340456,5/29/2025 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330099004042,9900.4042,9900.4,4,2023_4,,,N,,,1260527.99985747,212957.500063464
8043,332 17TH AVE,5121,6960767,,Permit Issued,Construction Permit,1,0,1,0,425184,ADU,"Accessory Dwelling, Attached","Construct new two family dwelling to the west, per plan.  (Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct new one and two family dwellings, per plan. Review and processing for two ",5/19/2023 12:00:00 AM,11/28/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,Central,3,8700.3001,8700.3,530330087003001,ACC,1276173.1613,224289.2493,140333,DV0016515,6960767-CN,#ff5500,-122.30995824,47.60530483,5/28/2025 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330087003001,8700.3001,8700.3,4,2023_4,,,N,5/19/2023 12:00:00 AM,Construction Intake Appointment,1276173.16115239,224289.249381557
8044,332 24TH AVE E,5319,6642406,,Permit Issued,Construction Permit,1,0,1,0,520468,ADU,"Accessory Dwelling, Attached","Demolish existing house, establish use as and construct single family residence with attached accessory unit (AADU), per plan.",1/1/2019 12:00:00 AM,10/6/2022 12:00:00 AM,2022,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,Central,3,7700.2007,7700.2,530330077002007,ACC,1278513.182,230488.997,132485,DV0053865,6642406-CN,#ff5500,-122.30095356,47.62242097,4/18/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330077002007,7700.2007,7700.2,4,2022_4,,,N,12/13/2023 12:00:00 AM,Insulation,1278513.18206289,230488.997152627
8049,3324 35TH AVE S,4081,6965765,,Permit Issued,Construction Permit,1,0,1,0,290640,ADU,"Accessory Dwelling, Attached","Construct EAST SFR and AADU, per plan [Establish use as single family residences (SFR) with Attached Accessory Dwelling Units (AADU), per land use code.  Construct as (2) two-family dwellings, per plan; review and process for two records under 6948116-CN]",5/30/2023 12:00:00 AM,10/4/2023 12:00:00 AM,2023,,,305,Mt Baker,Hub Urban Village,Mt Baker,Hub Urban Villages,4.4,Mt. Baker/North Rainier,Southeast,2,9500.3050,9500.3,530330095003050,ACC,1281261.3144,212402.2124,157780,DV1171019,6965765-CN,#ff5500,-122.28842523,47.57298822,4/4/2025 12:00:00 AM,RSL (M),RSL (M),RSL (M),RSL,SF,6948116-CN,530330095003043,9500.3043,9500.3,4,2023_4,,,N,12/22/2023 12:00:00 AM,First Ground Disturbance,1281261.3143619,212402.21246013
8051,3326 35TH AVE S,4081,6948116,,Permit Issued,Construction Permit,1,0,1,0,276523,ADU,"Accessory Dwelling, Attached","Construct WEST SFR and AADU, per plan [Establish use as single family residences (SFR) with Attached Accessory Dwelling Units (AADU), per land use code.  Construct as (2) two-family dwellings, per plan; review and process for two records under 6948116-CN]",5/30/2023 12:00:00 AM,10/4/2023 12:00:00 AM,2023,,,305,Mt Baker,Hub Urban Village,Mt Baker,Hub Urban Villages,4.4,Mt. Baker/North Rainier,Southeast,2,9500.3050,9500.3,530330095003050,ACC,1281209.0295,212403.9481,769909,DV1171019,6948116-CN,#ff5500,-122.28863714,47.57299027,4/4/2025 12:00:00 AM,RSL (M),RSL (M),RSL (M),RSL,SF,,530330095003043,9500.3043,9500.3,4,2023_4,,,N,12/22/2023 12:00:00 AM,First Ground Disturbance,1281209.02936147,212403.948020965
8053,333 NW 47TH ST,3887,6947593,,Permit Issued,Construction Permit,2,0,2,0,741968,ADU,"Accessory Dwelling, Attached","Establish use as single family residence with two attached accessory dwelling units per land use code.  Construct 3-unit townhouse, per plans.",4/17/2023 12:00:00 AM,11/9/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,6,4800.4011,4800.4,530330048004011,ACC,1263714.3785,245486.6719,82378,DV0355619,6947593-CN,#ff5500,-122.36215889,47.66273933,5/9/2025 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330048004011,4800.4011,4800.4,4,2023_4,,,N,4/6/2023 12:00:00 AM,Construction Intake Appointment,1263714.37865531,245486.671881631
8056,334 N 101ST ST,3845,6882573,,Permit Issued,Construction Permit,1,0,1,0,926400,ADU,"Accessory Dwelling, Attached","Construct new two-family dwelling, per plan. (Establish use as single family residence with (1) AADU and (1) DADU and Construct one- and two-family dwellings, per plan / Review and process for two CN records under 6882573)",6/11/2022 12:00:00 AM,7/21/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,Northwest,5,1701.3009,1701.3,530330017013009,ACC,1266063.6177,259885.0827,41482,DV1218391,6882573-CN,#ff5500,-122.35378156,47.70233217,1/21/2025 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330017013009,1701.3009,1701.3,3,2023_3,,,N,10/23/2023 12:00:00 AM,Structural,1266063.61772323,259885.082717299
8058,335 NW 47TH ST,3887,6956719,,Permit Issued,Construction Permit,2,0,2,0,610716,ADU,"Accessory Dwelling, Attached","Establish use as single family residence with two attached accessory dwelling units per land use code. Construct new townhouse building, per plan.",4/19/2023 12:00:00 AM,11/10/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,6,4800.4011,4800.4,530330048004011,ACC,1263680.0035,245487.4532,767007,DV0355618,6956719-CN,#ff5500,-122.36229842,47.66273959,5/10/2025 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330048004011,4800.4011,4800.4,4,2023_4,,,N,4/18/2023 12:00:00 AM,Construction Intake Appointment,1263680.00339597,245487.45304805
8063,339 NE 90TH ST,6101,6919468,3040127,Permit Issued,Construction Permit,1,0,1,0,615557,ADU,"Accessory Dwelling, Attached","Construct new two family dwelling, per plan. (Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct new one and two family dwellings, per plan. Review and processing for two records under",12/30/2022 12:00:00 AM,7/7/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,1900.3015,1900.3,530330019003015,ACC,1273306.841,256674.315,50483,DV0354578,6919468-CN,#ff5500,-122.32411808,47.69392006,1/7/2025 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330019002014,1900.2014,1900.2,3,2023_3,,,N,12/5/2023 12:00:00 AM,Foundation,1273306.84109764,256674.314860627
8066,3402 SW KENYON ST,6514,6914255,,Permit Issued,Construction Permit,1,0,1,0,436759,ADU,"Accessory Dwelling, Attached","Construct east SFR & AADU, per plan. (Establish use as and construct a single-family residence (SFR) with an attached accessory dwelling unit (AADU) and a detached accessory dwelling unit (DADU). Review and process for 2 CN record numbers under 6914255-CN",9/20/2022 12:00:00 AM,2/22/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,2.4,Roxhill/Westwood,Delridge Neighborhoods,1,11500.3015,11500.3,530330115003015,ACC,1259462.3134,197901.0756,767137,DV0025849,6914255-CN,#ff5500,-122.37554127,47.53207728,8/22/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330115003015,11500.3015,11500.3,1,2023_1,,,N,8/3/2023 12:00:00 AM,Insulation,1259462.31334056,197901.07545197
8074,341 NE 90TH ST,6244,6933080,,Permit Issued,Construction Permit,1,0,1,0,620850,ADU,"Accessory Dwelling, Attached","Construct new two family dwelling to the north, per plan. (Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct new one and two family dwellings, per plan. Review and processing for two ",1/6/2023 12:00:00 AM,6/27/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,1900.3015,1900.3,530330019003015,ACC,1273346.7602,256671.1135,50487,DV0354579,6933080-CN,#ff5500,-122.32395576,47.69391341,12/27/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330019002014,1900.2014,1900.2,2,2023_2,,,N,8/2/2023 12:00:00 AM,First Ground Disturbance,1273346.76030914,256671.113423467
8077,3410 49TH AVE SW,6466,6939525,,Permit Issued,Construction Permit,1,0,1,0,616508,ADU,"Accessory Dwelling, Attached","Construct east two-family dwelling, per plan. [Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct two-family dwelling and convert existing one-family dwelling to detached accessory dwe",1/30/2023 12:00:00 AM,6/12/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9702.1022,9702.1,530330097021022,ACC,1255140.9459,213127.0205,767532,DV1119565,6939525-CN,#ff5500,-122.39428048,47.57357176,12/12/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330097021018,9702.1018,9702.1,2,2023_2,,,N,12/1/2023 12:00:00 AM,Insulation,1255140.94599906,213127.020393714
8087,3420 WOODLAWN AVE N,6834,6895234,,Permit Issued,Construction Permit,1,0,1,0,100000,ADU,"Accessory Dwelling, Attached","Convert existing triplex (3-unit apartment building) to single-family dwelling with an attached accessory dwelling unit (AADU). Construct additions and substantial alterations to existing structure for two-family dwelling, per plan.""",4/21/2023 12:00:00 AM,12/20/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,4,5400.3024,5400.3,530330054003024,ACC,1269456.967,240273.131,99932,DV1196012,6895234-CN,#ff5500,-122.33844535,47.64875956,6/20/2025 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330054013016,5401.3016,5401.3,4,2023_4,,,N,4/21/2023 12:00:00 AM,Construction Intake Appointment,1269456.96690765,240273.131127641
8090,3425 21ST AVE S,4046,6949837,,Permit Issued,Construction Permit,1,0,1,0,120000,ADU,"Accessory Dwelling, Attached","Allow new attached accessory dwelling unit to existing single family use per land use code.  Construct addition and substantial alterations for a two family dwelling, per plan.",4/10/2023 12:00:00 AM,6/12/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.6,North Beacon Hill/Jefferson Park,Greater Duwamish,2,10002.4019,10002.4,530330100024019,ACC,1277184.08,212252.93,156997,DV0354699,6949837-CN,#ff5500,-122.30492812,47.57236651,12/12/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330100021019,10002.1019,10002.1,2,2023_2,,,N,12/13/2023 12:00:00 AM,Insulation,1277184.08006231,212252.929950297
8094,3432 13TH AVE W,6001,6720263,,Permit Issued,Construction Permit,1,0,1,0,300000,ADU,"Accessory Dwelling, Attached","Construct 2nd story addition and substantial alterations to single family residence, per plan.",8/21/2019 12:00:00 AM,4/7/2020 12:00:00 AM,2020,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,5900.2003,5900.2,530330059002003,ACC,1260885.237,241384.561,97444,DV0019853,6720263-CN,#ff5500,-122.37330454,47.65134105,10/7/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330059011014,5901.1014,5901.1,2,2020_2,,,N,9/19/2023 12:00:00 AM,Insulation,1260885.23700389,241384.560991377
8099,344 N 84TH ST,6674,6880513,,Permit Issued,Construction Permit,1,0,1,0,601876,ADU,"Accessory Dwelling, Attached","Construct two-family dwelling (Establish use as single-family residence (w/ (1) attached accessory dwelling unit (AADU) & (1) detached accessory dwelling unit (DADU)), and construct (1) two family dwelling and (1) one-family dwelling, per plan.  Review & ",3/24/2022 12:00:00 AM,2/2/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,Northwest,6,2800.4003,2800.4,530330028004003,ACC,1266082.2109,255399.6189,754060,DV0344058,6880513-CN,#ff5500,-122.35334628,47.69003876,8/2/2024 12:00:00 AM,"NC2P-55 (M), SF 5000",NC2P-55 (M),MULTIPLE ZONE,NC2,NC,,530330028004004,2800.4004,2800.4,1,2023_1,,,N,3/24/2022 12:00:00 AM,Construction Intake Appointment,1266082.21086189,255399.618919224
8102,3450 13th AVE W,6001,6959762,,Permit Issued,Construction Permit,1,0,1,0,196800,ADU,"Accessory Dwelling, Attached","Construct addition to existing one family dwelling to convert into a two family dwelling, per plan (Allow new attached accessory dwelling unit and detached accessory dwelling unit per land use code.  Construct one and two family dwelling unit, per plan, r",5/11/2023 12:00:00 AM,6/20/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,5900.2003,5900.2,530330059002003,ACC,1260907.76425,241584.85572,97962,DV0037971,6959762-CN,#ff5500,-122.37322942,47.65189128,12/20/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330059011014,5901.1014,5901.1,2,2023_2,,,N,11/22/2023 12:00:00 AM,Insulation,1260907.76418981,241584.855866387
8104,3450 37TH AVE SW,5001,6879104,,Permit Issued,Construction Permit,1,0,1,0,645272,ADU,"Accessory Dwelling, Attached","Construct new two-family dwelling, per plan.  (Establish use as single family residence with attached and detached accessory dwelling units (AADU & DADU) and construct one and two family dwellings, per plan.  Review and process for two CN records under 68",6/30/2022 12:00:00 AM,9/21/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9800.2015,9800.2,530330098002015,ACC,1259169.582,212331.562,155557,DV1206532,6879104-CN,#ff5500,-122.37789832,47.5716143,3/21/2025 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330098012028,9801.2028,9801.2,3,2023_3,,,N,12/30/2023 12:00:00 AM,Setback/Location,1259169.58197065,212331.562010884
8106,3455 CASCADIA AVE S,5526,6906961,,Permit Issued,Construction Permit,1,0,1,0,690254,ADU,"Accessory Dwelling, Attached","Establish use as single family residence with an attached accessory dwelling unit (AADU) and construct new two-family dwelling with portions of existing foundation to remain, per plan",10/21/2022 12:00:00 AM,8/15/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.2,Columbia City,Southeast,2,10100.5004,10100.5,530330101005004,ACC,1282525.72,211599.73,157993,DV1126857,6906961-CN,#ff5500,-122.2832426,47.57085404,2/15/2025 12:00:00 AM,NR2,NR2,NR2,NR2,NR,,530330101023000,10102.3000,10102.3,3,2023_3,,,N,11/14/2023 12:00:00 AM,Foundation,1282525.71996956,211599.730141222
8109,346 NE 55TH ST,5100,6903699,,Permit Issued,Construction Permit,2,0,2,0,741981,ADU,"Accessory Dwelling, Attached","Establish use as single family residence with 2 attached accessory dwelling units, and construct one 3-unit townhouse, per plans.",9/12/2022 12:00:00 AM,2/15/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.2,Wallingford,Lake Union,6,4500.2011,4500.2,530330045002011,ACC,1273269.96,247527.515,78136,DV0023151,6903699-CN,#ff5500,-122.32354863,47.66884701,8/15/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330045002012,4500.2012,4500.2,1,2023_1,,,N,6/22/2023 12:00:00 AM,First Ground Disturbance,1273269.95993781,247527.514912799
8111,349 NW 49TH ST,4852,6974805,,Permit Issued,Construction Permit,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached","Allow new attached accessory dwelling unit to existing single family use per land use code.  Construct alterations for a two family dwelling, per plan.",8/10/2023 12:00:00 AM,9/18/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,6,4800.4007,4800.4,530330048004007,ACC,1263507.002,246026.409,82186,DV0087415,6974805-CN,#ff5500,-122.36304382,47.66420742,3/18/2025 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330048004007,4800.4007,4800.4,3,2023_3,,,N,8/10/2023 12:00:00 AM,Construction Intake Appointment,1263507.00210156,246026.408991128
8118,3515 ANTHONY PL S,3601,6794541,3036900,Permit Issued,Construction Permit,1,0,1,0,576866,ADU,"Accessory Dwelling, Attached","Establish use as and construct a single-family residence and a detached accessory dwelling unit (DADU), per plan.",9/21/2020 12:00:00 AM,6/29/2021 12:00:00 AM,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.6,North Beacon Hill/Jefferson Park,Greater Duwamish,2,10001.3000,10001.3,530330100013000,ACC,1278816.4284,211861.2585,709116,DV0342679,6794541-CN,#ff5500,-122.29828631,47.57137831,6/29/2024 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330100013002,10001.3002,10001.3,2,2021_2,,,N,1/2/2024 12:00:00 AM,Foundation,1278816.42850365,211861.258489549
8121,3516 S CHICAGO ST,5661,6849930,,Permit Issued,Construction Permit,1,0,1,0,535193,ADU,"Accessory Dwelling, Attached","Establish use as single family residence and construct two family dwelling, per plan.",7/8/2022 12:00:00 AM,4/30/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,Greater Duwamish,2,11001.3020,11001.3,530330110013020,ACC,1281245.6,197640.39,189359,DV1202816,6849930-CN,#ff5500,-122.28735904,47.53252522,10/30/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330110013013,11001.3013,11001.3,2,2023_2,,,N,10/23/2023 12:00:00 AM,First Ground Disturbance,1281245.60015447,197640.389949724
8123,3517 ANTHONY PL S,3194,6714228,3035862,Permit Issued,Construction Permit,2,0,2,0,535236,ADU,"Accessory Dwelling, Attached","Establish use as a single-family residence allowing (2) additional attached accessory dwelling units per land use code. Construct a multi-family building, occupy per plans",10/12/2020 12:00:00 AM,6/29/2021 12:00:00 AM,2021,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.6,North Beacon Hill/Jefferson Park,Greater Duwamish,2,10001.3000,10001.3,530330100013000,ACC,1278766.6263,211864.3037,709475,DV0342678,6714228-CN,#ff5500,-122.29848826,47.57138406,6/29/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,6546919-CN,530330100013002,10001.3002,10001.3,2,2021_2,,,N,10/20/2023 12:00:00 AM,Structural,1278766.62643789,211864.303759053
8126,3523 S DAWSON ST,4876,6918455,,Permit Issued,Construction Permit,1,0,1,0,40000,ADU,"Accessory Dwelling, Attached","Construct voluntary seismic retrofit and alterations for an attached accessory dwelling unit, per plan.",9/29/2022 12:00:00 AM,12/16/2022 12:00:00 AM,2022,,,111,Columbia City,Residential Urban Village,Columbia City,Residential Urban Villages,4.2,Columbia City,Southeast,2,10300.4012,10300.4,530330103004012,ACC,1281159.14,205808.8,172377,DV1220506,6918455-CN,#ff5500,-122.2883341,47.55491037,6/16/2024 12:00:00 AM,RSL (M),RSL (M),RSL (M),RSL,SF,,530330103022007,10302.2007,10302.2,4,2022_4,,,N,9/28/2022 12:00:00 AM,Construction Intake Appointment,1281159.14002556,205808.800122052
8127,3524 WOODLAWN AVE N,6847,6935407,,Permit Issued,Construction Permit,1,0,1,0,697444,ADU,"Accessory Dwelling, Attached","Construct new two family dwelling, per plan. (Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct new one and two family dwellings, per plan. Review and processing for two records under",1/9/2023 12:00:00 AM,5/23/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,4,5400.3023,5400.3,530330054003023,ACC,1269466.1798,240721.5158,767155,DV0054872,6935407-CN,#ff5500,-122.33844356,47.64998906,11/23/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330054013001,5401.3001,5401.3,2,2023_2,,,N,12/6/2023 12:00:00 AM,Insulation,1269466.17981572,240721.515729547
8132,3536 NW 67TH ST,13047,6629682,,Permit Issued,Construction Permit,1,0,1,0,277059,ADU,"Accessory Dwelling, Attached","Construct substantial alterations to existing SFR, convert basement to Accessory Dwelling Unit (ADU), per plans.",5/2/2018 12:00:00 AM,8/29/2018 12:00:00 AM,2018,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.3,Sunset Hill/Loyal Heights,Ballard,6,3200.7020,3200.7,530330032007020,ACC,1253611.583,251079.036,63917,DV0032058,6629682-CN,#ff5500,-122.40361196,47.67750996,8/28/2024 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330032012004,3201.2004,3201.2,3,2018_3,,,N,11/25/2021 12:00:00 AM,Foundation,1253611.58291607,251079.036024973
8134,3537 MERIDIAN AVE N,5398,6970165,,Permit Issued,Construction Permit,1,0,1,0,631366,ADU,"Accessory Dwelling, Attached","Construct new two family dwelling to the east, per plan.  (Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct new one and two family dwellings, per plan. Review and processing for two ",6/29/2023 12:00:00 AM,9/26/2023 12:00:00 AM,2023,,,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,4,5400.2022,5400.2,530330054002022,ACC,1270505.176,240788.287,99769,DV1198833,6970165-CN,#ff5500,-122.33423428,47.65022771,3/26/2025 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330054012013,5401.2013,5401.2,3,2023_3,,,N,6/23/2023 12:00:00 AM,Construction Intake Appointment,1270505.1760973,240788.286921471
